name,contingent,hometown,type,sport,age,height,weight,PreviousGame1,PreviousGame2,PreviousGame3,PreviousGame4,PreviousGame5,url,PreviousGameYear1,PreviousGameYear2,PreviousGameYear3,PreviousGameYear4,PreviousGameYear5,,,,,,
Sarah Jones,British Columbia,Victoria,Athlete,Synchronized Swimming,"16""","5'5""""","148 lbs""",Manitoba Games- 2014,,BC Pacific Western Junior Squash Championship (2013-2015),,,,,,,,,,,,,,
Asher Alexander Jordan,British Columbia,North Vancouver,Athlete,Alpine Skiing,"15""","5'8""""","165 lbs""",,aucun,,,,,,,,,,,,,,,
Michael Joseph,New Brunswick,Moncton,Athlete,Hockey,"16""","5'9""""",,aucun,,,,,,,,,,,,,,,,
Tyler Jubenvill,Manitoba,"Gilbert Plains, Manitoba",Athlete,Hockey,"15""",",","165lbs""",Jeux du Québec 2011 et 2013,Sherbrooke Canada Summer Games 2013 - Wrestling,,,,,,,,,,,,,,,
Ilka Juk,British Columbia,,Athlete,Gymnastics,"11""","6pied""","66kg""",Kamloops Western Canada Games 2011- Wrestling,,,,,,,,,,,,,,,,
Renaud Julien,Quebec,montreal,Athlete,Freestyle Skiing,"17""","1m70""","57kg""",,Alberta Jesters Junior Squash Championship (2010 to 2014),"2013 International Junior Team Cup - Berlin, Germany",,,,,,,,,,,,,,
Gabriel Juteau,Quebec,GreenfieldPark,Athlete,Judo,"17""","5'3""","103 lb""",Arctic Winter Games in 2012 for soccer,,,,,,,,,,,,,,,,
Alisha Kaegi,Manitoba,"Balmoral, MB",Athlete,Judo,"15""","4'6""""","146 lbs""",,Alberta Summer Games - 2010 (kayaking),,,,,,,,,,,,,,,
Clair Kaji,British Columbia,Vancouver,Athlete,Gymnastics,"16""","5'6""""","130lbs""",Alberta Winter Games - 2010 (freestyle skiing),none,,,,,,,,,,,,,,,
Jeremie Sanjiv Kalgutkar,Northwest Territories,"Yellowknife, NT",Athlete,Squash,"16""","5'5""","150lbs""",Saskatchewan Winter Games - 2014,,,,,,,,,,,,,,,,
Connie Kapak,Alberta,Calgary,Athlete,Speed Skating,"16""","5'10""""","60""",,"2014 Junior Pan American Gymnastics Championship- Aracaju, Brazil",,,,,,,,,,,,,,,
Julian Rigel Kapronczai,Alberta,"Calgary, AB",Athlete,Freestyle Skiing,"16""","184""",","",Ontario Winter Games 2010""",2011 Halifax Canada Winter Games,,,,,,,,,,,,,,,,
Jack Karaim,Saskatchewan,Regina Saskatchewan,Athlete,Judo,"15""","5'5""""","132 lbs.""",,,,,,,,,,,,,,,,,
Rachael Karker,Ontario,"Erin, Ontario",Athlete,Freestyle Skiing,"17""","5'6""""","105""",,,,,,,,,,,,,,,,,
Justin Karstadt,Ontario,Toronto,Athlete,Gymnastics,"17""","5'1""""",,,,,,,,,,,,,,,,,,
Jayd Madison Kasprick,Alberta,Calgary,Athlete,Synchronized Swimming,"16""",",","125 lbs""",,None,,,,,,,,,,,,,,,
Danielle Kataeva,Prince Edward Island,,Athlete,Synchronized Swimming,"15""","5''3""""",,None,None,,,,,,,,,,,,,,,
Tia Kattler,Alberta,Calgary,Athlete,Alpine Skiing,"15""",",","200 lbs.""",None,,,,,,,,,,,,,,,,
Megan Kearley,Newfoundland and Labrador,"paradise, nl",Athlete,Curling,"18""","6'6""""","145 lbs.""",,,,,,,,,,,,,,,,,
Connor Keefe,Nova Scotia,Halifax,Athlete,Alpine Skiing,"15""","5'10""""","130""",Alberta Winter Games 2013,,,,,,,,,,,,,,,,
Ian Keefe,Nova Scotia,Halifax,Athlete,Alpine Skiing,"13""","5'8""","145""",Colorado Airgun Championships (2014),,,,,,,,,,,,,,,,
Maggie Keeler,Alberta,Edmonton,Athlete,Ringette,"18""","5'7""""","120""",,2011 Canada Winter Games,,,,,,,,,,,,,,,
Emma Keenan,Alberta,Calgary,Athlete,Hockey,"17""","5'4""","120 lbs""",2011 Canada Winter Games,,,,,,,,,,,,,,,,
Emily Keeping,Newfoundland and Labrador,"St. John's, Newfoundland and Labrador",Athlete,Target Shooting,"15""","5'4""""","165lbs""",2014 BC Winter Games,,,,,,,,,,,,,,,,
Sarah Keeping,Saskatchewan,"Regina, Saskatchewan",Athlete,Speed Skating,"16""","5'8""""","84kg""","Atlantic Gymnastics Championships 2012, 2013, 2014",,,,,,,,,,,,,,,,
Brad Keeping-Myra,Nova Scotia,Halifax,Athlete,Figure Skating,"16""","180cm""","Eastern Canadian Gymnastics Championships 2013, 2014",BC Games,Battle of the Borders 2010-2014,,,2014 BCSSA Short track Championship,,,,,,,,,,,,
Levi David Kelbert,British Columbia,Kelowna BC,Athlete,Archery,"16""",",","165""",Ontario Winter Games 2010-2014,,,,,,,,,,,,,,,,
Madison Kelly-Maund,Prince Edward Island,"Central Lot 16, Miscouche",Athlete,Gymnastics,"13""","6""3""","115 lbs""",Newfoundland and Labrador Winter games 2014,Newfoundland Summer Games 2012,Athlete,,,,,,,,,,,,,,
Alec Kendall,British Columbia,Kelowna,Athlete,Wheelchair Basketball,"21""","5'6""""","146lb""",NA,,,2014 BC ST TEAM Selection trails,,,,,,,,,,,,,
Nicole Kendall,Ontario,Newmarket,Athlete,Squash,"15""","5'9""""","135""",,,2014 Western Single Distance Championships,,,,,,,,,,,,,,
Nathan Kenny,Newfoundland and Labrador,St. John's,Athlete,Hockey,"15""","5'7''""","130lbs""",,,,,,,,,,,,,,,,,
Jane Kenny,Newfoundland and Labrador,St.Johns,Athlete,Synchronized Swimming,"16""","5'6""""","140 lbs""",Cadet Nationals last year(2014),,,,,,,,,,,,,,,,
Lindsey Kent,Manitoba,Winnipeg,Athlete,Speed Skating,"18""","5' 9""""","135 lbs""",Saskatchewan Winter Games 2013,Oakville Ontario,,,,,,,,,,,,,,,
Gavin Alexander Kerr,Prince Edward Island,Charlottetown,Athlete,Alpine Skiing,"15""","5'8""""","108""",Ontario,,,,,,,,,,,,,,,,
Trevor Kiers,Ontario,"Sprucedale, On",Athlete,Biathlon,"17""","163cm""",,,2013 Canada West Championships,,,,,,,,,,,,,,,
Kaysi Kilby,Saskatchewan,"Christopher Lake, Saskatchewan",Athlete,Snowboard,"17""","5'4""","84 lbs.""",2012 and 2014 BC WINTER GAMES,,,,,,,,,,,,,,,,
Michael Phillip Kilonzo,Ontario,"Mississauga, Ontario",Athlete,Wheelchair Basketball,"17""","4'8""""","125 pounds""",National Ringette Championships (2010-2014),North American Indigenous Games 2014 (Volleyball),Ontario Ringette Provincial Championships (2006-2014),,,,,,,,,,,,,,
Han Na Kim,Ontario,Torinto,Athlete,Figure Skating,"13""","5'4""""","130""",Arctic Winter Games 2014 (Curling),,,,,,,,,,,,,,,,
Maria Kim,British Columbia,Coquitlam,Athlete,Speed Skating,"16""","5'6""",",Canada Summer Games 2013 (Athletics)""",,,,,,,,,,,,,,,,,
Ali Kinch,Nova Scotia,Cole Harbour,Athlete,Ringette,"18""","5'5.5""""","120 lbs""",Arctic Winter Games 2014,,,,,,,,,,,,,,,,
Karly King Simpson,Northwest Territories,Inuvik,Athlete,Curling,"18""","5 feet""","32 kg""","115""",,,,,,,,,,,,,,,,
Annie King,Northwest Territories,Yellowknife NT,Athlete,Hockey,"13""","142 cm"""," 5""",2014 AWG (alternate),Canadian Ringette Championships (2014 and 2013),,,,,,,,,,,,,,,
Emily King,Yukon,"Whitehorse, Yukon",Athlete,Gymnastics,"11""",5,"115lbs""",Ontario Winter Games (2014 and 2012),,,,,,,,,,,,,,,,
Jacob King,Manitoba,Winnipeg,Athlete,Alpine Skiing,"14""","5'5""""","130lb.""",BC Winter Games - Mission/Hemlock Valley 2014,,,,,,,,,,,,,,,,
Jamie King,Yukon,"Whitehorse, Yukon",Athlete,Hockey,"15""","5'6''""","140""",2011 Canada winter games,2013 & 2014 Mens Team Squash Championships,,,,,,,,,,,,,,,
Nia King,Ontario,Ottawa,Athlete,Ringette,"19""","5'6""""","153lbs""",2011 Canada Winter Games,,,,,,,,,,,,,,,,
Sierra Ashley King,British Columbia,West Vancouver,Athlete,Alpine Skiing,"14""","5'9""""","165""",Western Summer Games 2011,,,,,,,,,,,,,,,,
Teague King,Saskatchewan,Saskatoon,Athlete,Gymnastics,"18""","6 feet""","180""",Canada Games 2011,"None, this is my first Canada Games.",,,,,,,,,,,,,,,
Thomas King,Saskatchewan,Regina,Athlete,Squash,"18""","6 feet""","135""",First Canada Games.,,,,,,,,,,,,,,,,
Dale Kinley,Manitoba,Stonewall,Athlete,Badminton,"22""","5""6""","120""",,,,,,,,,,,,,,,,,
Mia Kirbyson,Manitoba,Winnipeg,Athlete,Squash,"17""","5.4""","135""",,Arctic Winter Games 2014 - curling,,,,,,,,,,,,,,,
Alex Kirbyson,Manitoba,Winnipeg,Athlete,Squash,"14""","5'6""",,Western Canada Games 2011 - basketball,,,,,,,,,,,,,,,,
Kayla Kirwan,Saskatchewan,"Fairbanks, Ak",Athlete,Hockey,"16""",",","150""",BC Winter 2012 - Gold Medal,,,,,,,,,,,,,,,,
Tyler Kirk,Nunavut,,Athlete,Speed Skating,"17""","6'1""""","62 kg""",Arctic Winter Games 2014,"Whistler Cup 2012, 2013, 2014",,BC Fastball Provincials 2013,,,,,,,,,,,,,
Brayden Klassen,Yukon,"Whitehorse, Yukon",Athlete,Curling,"18""","177 cm""","110lbs.""",Saskatchewan Winter Games 2014,,BC Track and Field Championships 2012,,,,,,,,,,,,,,
Eliza-Jane Kitchen,British Columbia,North Vancouver,Athlete,Cross Country Skiing,"18""","5'11""""","120""",,Youth Olympic Games Nanjing 2014,,,,,,,,,,,,,,,
Will Klassen,Yukon,"Whitehorse, Yukon",Athlete,Curling,"14""","5'7""""","176""",Commonwealth Games Glasgow 2014,"Duncan,BC",,,,,,,,,,,,,,,
Eli Klassen,Saskatchewan,Lloydminster,Athlete,Alpine Skiing,"14""","5'10""""","125 lbs.""",British Columbia,,,,,,,,,,,,,,,,
Jeremy Klessens,Alberta,Innisfail,Athlete,Hockey,"16""","5'3""""",",
Nolan Kneen""",,north american indigenous games 2014,,,,,,,,,,,,,,,
Jessica Klimkait,Ontario,Whitby,Athlete,Judo,"18""","5'9''""","135""",Canada winter games 2011,B.C. Cup U16 Hockey 2013,,,,,,,,,,,,,,,
Emma Knee,Newfoundland and Labrador,"St. John's, NL",Athlete,Synchronized Swimming,"15""","5'4""","210""",B.C. Winter games U16 Hockey 2014,,,,,,,,,,,,,,,,
Katharina Knipping,Manitoba,Brandon,Athlete,Target Shooting,"16""","5'9""""","155 lb""",,,,,,,,,,,,,,,,,
David Knockwood,New Brunswick,Dorchester NB,Athlete,Target Shooting,"19""","5'9""""","155""",Canada Western Summer Games (2011),,Halifax 2011,,,,,,,,,,,,,,
Olivia Camryn Knowles,British Columbia,Campbell River B.C.,Athlete,Hockey,"16""","5'6""","135""",,,,,,,,,,,,,,,,,
Sadie Alissa Knox,Prince Edward Island,Tignish,Athlete,Hockey,"16""","5'4""","120 Lbs""",,,,,,,,,,,,,,,,,
Andy Ko,Alberta,Edmonton,Athlete,Badminton,"22""","5'4""""","165 lbs""",-2014 Whistler Cup,,,,,,,,,,,,,,,,
Mike Kommes,Nova Scotia,Truro Nova Scotia,Athlete,Target Shooting,"15""","5'9""","155 lbs""",,,,,,,,,,,,,,,,,
Simon Koots,Manitoba,Winnipeg,Athlete,Speed Skating,"19""","6'""","131""",,Halifax,,,,,,,,,,,,,,,
Will Kornya,Ontario,Oakville,Athlete,Alpine Skiing,"14""","5'8''""","115""",BC Games 2014 (Mission),,,,,,,,,,,,,,,,
Doug Kosciukiewicz,Nova Scotia,Canaan,Athlete,Squash,"14""","5ft 2in""","165""",,,,,,,,,,,,,,,,,
Taylor Leigh Kosciukiewicz,Nova Scotia,Kentville,Athlete,Squash,"16""","5'11""",,Ontario Winter Games 2012,2013 and 2014 Field Hockey Nationals (U-16 & U-18 in 2013),,,,,,,,,,,,,,,
Jack Kosterman,British Columbia,"Fort Langley, BC",Athlete,Wheelchair Basketball,"16""",",126","165 lbs.""","Atlantic Challenge Cup 2011, 2013 and 2014","Western Canadian Biathlon Championship- 2013,2014",,,,,,,,,,,,,,,
Kaytlyn Kotylak,Saskatchewan,Regina,Athlete,Ringette,"18""","5'7""""","134""","140""",Tournament in Saskatoon,,,,,,,,,,,,,,,
Zach Kostigian,Ontario,Cambridge,Athlete,Snowboard,"18""","5'5""""","4""","137 LBs""",none,,,,,,,,,,,,,,,
Maddy Koughan,Prince Edward Island,Mermaid,Athlete,Hockey,"17""",5,"4""",none,,,,,,,,,,,,,,,,
Amelia Kovachik,Manitoba,Winnipeg,Athlete,Biathlon,"16""",5,"145""",2012 BC summer games,n/a,,,,,,,,,,,,,,,
Jennifer Kowalson,Manitoba,Winnipeg,Athlete,Wheelchair Basketball,"22""","5ft 6""""","105 pounds""",Alberta Winter Games (2012),,,,,,,,,,,,,,,,
Jasmine Kowbel,Saskatchewan,Saskatoon,Athlete,Synchronized Swimming,"15""","5 feet""","135""",Arctic Winter Games (2014),,,,,,,,,,,,,,,,
Lisa Koyama-Wong,British Columbia,Vancouver,Athlete,Synchronized Swimming,"15""","5'9''""","80 lbs""",,,,,,,,,,,,,,,,,
Breanne Koziak,Alberta,Lamont,Athlete,Curling,"17""","49 inches""","155""",,BC winter games-2012,,,,,,,,,,,,,,,
Mikayla Kramer,Yukon,Whitehorse,Athlete,Figure Skating,"12""","5'9""""",,BC winter games-2014,,,,,,,,,,,,,,,,
Cayden Kraus,Manitoba,East St. Paul,Athlete,Hockey,"16""",",","148lbs""","Participated in the 2013 Canada Summer Games in Sherbrooke, Quebec. in Sailing",,,,,,,,,,,,,,,,
Alexander Krief,Quebec,,Athlete,Hockey,"15""","5'10""""","177lbs""",BC Winter Games 2014 and Canadian Nationals 2014,,,,,,,,,,,,,,,,
Bobby Kreitz,British Columbia,Prince George,Athlete,Biathlon,"16""","176cm""","46kg""",,,,,U18 Canada vs USA 3 Games Series,,,,,,,,,,,,
Hunter Kristjansson,Manitoba,Winnipeg,Athlete,Squash,"16""","5' 1"" 3/4""""","155lb""",2014 Saskatchewan Winter Games,,,,,,,,,,,,,,,,
Vanessa Kruger,British Columbia,"Nanaimo,B.C.",Athlete,Judo,"15""","5ft 8inches""","108 pounds""",Newfoundland Winter Games- 2014,,,,,,,,,,,,,,,,
Kaitlyn Krywy,Manitoba,"Thunder Bay, ON",Athlete,Synchronized Swimming,"16""","5' 2""""","200 lbs""",2011 Halifax,"2013, 2014, 2015 Provincial Championships",,National Championships 2014,,,,,,,,,,,,,
Koen Kucher-Paulmark,Saskatchewan,Regina,Athlete,Figure Skating,"13""","6'2""""","180'""",2014 Manitoba Games,,National Championships 2013,CHAMPIONNAT CANADIEN HOCKEY FÉMININ EN 2013,,,,,,,,,,,,,
Erik Kuhne,Newfoundland and Labrador,Labrador City,Athlete,Alpine Skiing,"16""","6' 0""""","230""",,,JEUX DU QUÉBEC EN 2013,,,,,,,,,,,,,,
Konrad Kuhne,Newfoundland and Labrador,Labrador City,Athlete,Cross Country Skiing,"18""","6'2""",,,,Pee-Wee de Québec 2012,,,,,,,,,,,,,,
Colin Kurz,Manitoba,Winnipeg,Athlete,Curling,"17""",",","Alberta Winter Games, Slopestyle, 2012",2011- Youth Commonwealth Games,,,,,,,,,,,,,,,,
Jake Kustra,Saskatchewan,"Yorkton, SK",Athlete,Hockey,"15""",",128 lb","135 lbs.""",,,,,,,,,,,,,,,,,
Lola Jean Marie Gilmore Kutcher,Alberta,Calgary,Athlete,Snowboard,"14""","5'4""""","63kg""",,Alberta Winter Games 2011,,,,,,,,,,,,,,,
Vivian Kwok,Ontario,Stouffville,Athlete,Badminton,"20""","5'5""""","165lbs""",Alberta Winter Games 2009,CHAMPIONNAT CANADIEN HOCKEY FÉMININ EN 2013,,,,,,,,,,,,,,,
Lavanna Laass,British Columbia,Prince George,Athlete,Judo,"18""","5'10''""","170lbs""",JEUX DU QUÉBEC EN 2013,Jeux du Canada 2015,,,,,,,,,,,,,,,
Guillaume Labbé,Quebec,Baie-Saint-Paul,Athlete,Speed Skating,"18""","5'7''""","135 lbs""",Jeux du Québec 2013,,,,,,,,,,,,,,,,
Shae Labbe,Alberta,Calgary,Athlete,Hockey,"18""","5 pieds 5 pouces""","185""",2014 Saskatchewan Winter Games,,,,,,,,,,,,,,,,
MARIKA LABRECQUE,Quebec,lac-etchemin,Athlete,Hockey,"16""","6'02''""","135""",2014 Saskatchewan Winter Games,,,,,,,,,,,,,,,,
Charlie Lacombe,Quebec,St-Thérèse,Athlete,Hockey,"16""","5' 3""""","130""",,Jeux du Québec hiver 2013 médaille d'Argent,,,,,,,,,,,,,,,
Amy Lacoursiere,Saskatchewan,"Delmas, Saskatchewan",Athlete,Alpine Skiing,"14""","5' 9""""","120""",Jeux du Québec hiver 2011 médaille d'Or,,,,,,,,,,,,,,,,
Louis Lacoursiere,Saskatchewan,"Delmas, Saskatchewan",Athlete,Alpine Skiing,"15""","5'6""""","63 kg""",,,,,,,,,,,,,,,,,
Sahara Sadeh Lafferty,Northwest Territories,Yellowknife,Athlete,Hockey,"15""","5 pieds 2 pouces""","63 kg""",,2012 sask summer games,,2010 Manitoba Winter Games,,,,,,,,,,,,,
Marie-Maude Lafrance,Quebec,Sept-Îles,Athlete,Judo,"17""","170 cm""","111 lbs""",2014 sask winter games,Western Canada Summer Games 2011,2011 Western Canadian Summer Games,,,,,,,,,,,,,,
Zachary Lagha,Quebec,Greenfield Park,Athlete,Figure Skating,"15""","5'6""""","130""",Canada Winter Games 2011,Alberta Summer Games - 2010,,,,,,,,,,,,,,,
Matthew Lai,British Columbia,Richmond,Athlete,Figure Skating,"23""","5'6""","175""",Alberta Winter Games - 2009,,,2011 Western Canada Summer Games,"15""",,,,,,,,,,,,
Chloe Laidlaw,Saskatchewan,Weyburn,Athlete,Alpine Skiing,"14""","6'3""","130 lbs""",,,2010 Saskatchewan Winter Games,,,,,,,,,,,,,,
Ian Laidlaw,Manitoba,Winnipeg,Athlete,Badminton,"22""","5''4""","77 livres""",,,,,,,,,,,,,,,,,
Taylor Rayne Laing,Alberta,Red Deer,Athlete,Synchronized Swimming,"16""","4'10''""","105 lbs""",,2010 Manitoba Winter Games,,,,,,,,,,,,,,,
Marjorie Lajoie,Quebec,Boucherville,Athlete,Figure Skating,"14""","4'9""","190 lbs""",2011 Western Canadian Summer Games,,,,,,,,,,,,,,,,
Rosalie Lalonde,Quebec,Saint-Clet,Athlete,Wheelchair Basketball,"17""","6 2""","125lbs""",Jeux du Québec 2011 et 2013,Western Canada Summer Games Kamloops 2011,,,,,,,,,,,,,,,
Zach Lakes,Nova Scotia,,Athlete,Biathlon,"20""","5'8.5""""","140lbs""",Canada Winter Games Halifax 2011,2007 Western Canada Summer Games,,,,,,,,,,,,,,,
Serena Lam,Manitoba,Winnipeg,Athlete,Badminton,"19""","170cm""","115""",2011 Canada Winter Games,Same as above,,,,,,,,,,,,,,,
Béatrice Lamarche,Quebec,Québec,Athlete,Speed Skating,"16""","5ft2""""","192lbs""",Ontario Winter Games - 2014,Provincials 2014,,,,,,,,,,,,,,,
Elisa Lamb,Saskatchewan,Regina,Athlete,Badminton,"20""","5' 9""""","160lbs""",The Prairie Open 2014,Winnipeg,,,,,,,,,,,,,,,
Sean Lamb,Saskatchewan,Regina,Athlete,Badminton,"22""","6'0""""","240""",Manitoba,,,,,,,,,,,,,,,,
Luke Lambert,Ontario,"Horseshoe Valley, Ontario",Athlete,Freestyle Skiing,"15""","180 cm""",,Jeux du Québec 2009 et 2010,,,,,,,,,,,,,,,,
Nick Lambert,Manitoba,St. Laurent,Athlete,Target Shooting,"16""","5ft""","165 lbs""",,Halifax 2011,,,,,,,,,,,,,,,
Spencer Lambert,Manitoba,Winnipeg,Athlete,Wheelchair Basketball,"14""","6pi2pouces""","135 lbs""","National Championships(2011, 2012, 2013, 2014)",,,,,,,,,,,,,,,,
Julien Lamoureux,Quebec,Sainte-Julie,Athlete,Cross Country Skiing,"20""","5'7""""","135 lbs""",,,,,,,,,,,,,,,,,
Alex Landry,New Brunswick,Charlo,Athlete,Biathlon,"20""","5'7''""","135 lbs""",Alberta Winter games 2008 and 2012,,,,,,,,,,,,,,,,
Gabrielle Landry,New Brunswick,charlo,Athlete,Biathlon,"18""","167 cm""","74kgs""",,,,,,,,,,,,,,,,,
Jessica Anne Landry,Nova Scotia,Halifax,Athlete,Synchronized Swimming,"15""","5'8""","110 lbs""",,Eastern Canadian Ringette Championships in 2009 and 2010,,,Année 2011-2012 (Cadette AA pour la Rive-Sud) - Fini 4ieme au Championnat Canadien de ringuette,,,,,,,,,,,,
Jordan Landry,Alberta,Edmonton,Athlete,Judo,"18""","164 cm""","130lbs""","Canadian Ringette Championships (CRC) in 2011, 2012, 2013 and 2014",,,,,Année 2012-2013 (Cadette AA pour la Rive-Sud) - Fini 5ieme au Championnat Canadien de ringuette,Année 2013-2014 (Cadette AA pour la Rive-Sud) - Fini 5ieme au Championnat Canadien de ringuette,Année 2007-2008 (Benjamine A pour Boucherville) - Fini 3ieme au Championnat Canadien de ringuette,Année 2008-2009 (Benjamine A pour Boucherville) - Fini 3ieme au Championnat Canadien de ringuette,Année 2009-2010 (Junior AA pour la Rive-Sud) - Fini 2ieme au Championnat Canadien de ringuette,Année 2010-2011 (Junior AA pour la Rive-Sud) - Fini 2ieme au Championnat Canadien de ringuette,Année 2011-2012 (Cadette AA pour la Rive-Sud) - Fini 4ieme au Championnat Canadien de ringuette,Année 2012-2013 (Cadette AA pour la Rive-Sud) - Fini 5ieme au Championnat Canadien de ringuette,Année 2013-2014 (Cadette AA pour la Rive-Sud) - Fini 5ieme au Championnat Canadien de ringuette,,,
Michelle Landry,New Brunswick,Moncton,Athlete,Cross Country Skiing,"15""","5 foot 9 inches""","130lbs""",,,,,,,,,,,,,,,,,
Ted Landry,Prince Edward Island,Central Bedeque,Athlete,Gymnastics,"17""","5'6''""","155 lbs""",,,,Année 2010-2011 (Junior AA pour la Rive-Sud) - Fini 2ieme au Championnat Canadien de ringuette,,,,,,,,,,,,,
Catherine Lang,New Brunswick,Dieppe,Athlete,Ringette,"18""","6 feet""","157""",,,Année 2009-2010 (Junior AA pour la Rive-Sud) - Fini 2ieme au Championnat Canadien de ringuette,,,,,,,,,,,,,,
Ryan Langdon,Newfoundland and Labrador,"Gander, NL",Athlete,Biathlon,"18""","6'2""","165""",,,,,,,,,,,,,,,,,
Tyson Langelaar,Manitoba,Winnipeg,Athlete,Speed Skating,"16""","5""11""""","161 lbs.""",Ontario Winter Games - 2012,,,,,,,,,,,,,,,,
Cody Langmead,Newfoundland and Labrador,pouch cove newfoundland,Athlete,Hockey,"15""","5'6""""","135lbs""",,,,,,,,,,,,,,,,,
Brad Langlois,Ontario,Oshawa,Athlete,Judo,"18""","5'3""""",,"Atlantic Challenge Cup (2011, 2012, 2014)",,,,,,,,,,,,,,,,
Miranda Lantz,Ontario,Mildmay,Athlete,Hockey,"18""",",","121""","105""",Année 2008-2009 (Benjamine A pour Boucherville) - Fini 3ieme au Championnat Canadien de ringuette,,,,,,,,,,,,,,,
David Lanteigne,New Brunswick,Caraquet,Athlete,Cross Country Skiing,"17""","5'3""""","1""",Année 2007-2008 (Benjamine A pour Boucherville) - Fini 3ieme au Championnat Canadien de ringuette,,,,,,,,,,,,,,,,
Marcia Cyr LaPlante,New Brunswick,Oromocto,Athlete,Hockey,"17""",5,"163""","2012, 2014 BC Winter Games",,,,,,,,,,,,,,,,
Alexie Laplante,New Brunswick,Edmundston,Athlete,Alpine Skiing,"14""","5p7""","135""",,,,,,,,,,,,,,,,,
Justine Lapointe,Quebec,Longueuil,Athlete,Ringette,"19""","5'8""","175""","Alberta Winter Games (2008, 2010)",World Ringuette Championships 2012,,,,,,,,,,,,,,,
Claire Agnes Lapointe,British Columbia,Prince George,Athlete,Biathlon,"16""","6'1""","125""","Canadian Championships in 2011, 2012, 2013",no nationals,,,,,,,,,,,,,,,
Simon Lapointe,Quebec,Gatineau,Athlete,Cross Country Skiing,"21""","5'8""""","145""",no nationals,,,,,,,,,,,,,,,,
Ember Maaike Large,Alberta,Edmonton,Athlete,Cross Country Skiing,"19""","5""3""","135""",,,,,,,,,,,,,,,,,
Laurence Larocque,Quebec,Vaudreuil-sur-le-lac,Athlete,Ringette,"17""","5' 6""""","70kg""",,Junior Pan Am Championships 2011,,,,,,,,,,,,,,,
Ally Larson,British Columbia,Kelowna,Athlete,Hockey,"17""","170cm""","-66""",This is my first canadian winter games,,,,Cadet Biathlon Nationals (2014 Martock),,,,,,,,,,,,
Mikayla Hope Elizabeth Latimer,Nova Scotia,Fall River,Athlete,Judo,"16""","5'10""""","132 lbs""",,,,,,,,,,,,,,,,,
Greg Laslo,British Columbia,abbotsford,Athlete,Judo,"18""","5'7""""","115""",Jeux du Canada Halifax 2011,,,US Junior Squash Open (2012),,,,,,,,,,,,,
Danica Lau,Ontario,Markham,Athlete,Badminton,"17""","5'8''""","130 lbs""",,aucun,"Canadian Junior Squash Open (2009, 2010, 2014)",Canadian Biathlon championships (2014 Charlo),,,,,,,,,,,,,
Astrid Nerys Lauf,Alberta,Calgary,Athlete,Synchronized Swimming,"18""","5'4""",championnat canadien (2013-2014),aucun,,Cadet Biathlon Nationals (2013 Valcartier),,,,,,,,,,,,,,
Marc Laurence,Quebec,Saint-Hyacinthe,Athlete,Wheelchair Basketball,"20""",",","180""",,aucun,,,,,,,,,,,,,,,
